CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members
U97190MH1993PTC070934,DHAN FINANCIAL SERVICES PVT LTD,Active,RoC-Mumbai,70934,Company limited by Shares,Non-govt company,Private,25 February 1993,"29 years, 0 month, 26 days","UNDIFFERENCIATED SERVICE-PRODUCING ACTIVITIES OF PRIVATE HOUSEHOLDS FOR OWN USE
Click here to see other companies involved in same activity.",-
U95000HR2012PTC046531,INTEGRATED WORKFORCE SOLUTIONS PRIVATE LIMITED,Active,RoC-Delhi,46531,Company limited by Shares,Non-govt company,Private,19 July 2012,"9 years, 8 month, 4 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000HR2016PTC066403,RKM HR PRIVATE LIMITED,Active,RoC-Delhi,66403,Company limited by Shares,Non-govt company,Private,17 November 2016,"5 years, 4 month, 6 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000HR2018PTC073464,ARYAVIR SECURITY & HOUSEKEEPING PRIVATE LIMITED,Active,RoC-Delhi,73464,Company limited by Shares,Non-govt company,Private,09 April 2018,"3 years, 11 month, 14 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000HR2018PTC076878,COMFORT ENTERPRISES PRIVATE LIMITED,Active,RoC-Delhi,76878,Company limited by Shares,Non-govt company,Private,13 November 2018,"3 years, 4 month, 10 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000HR2018PTC076960,VANSH ARYAVIR SECURITY PRIVATE LIMITED,Active,RoC-Delhi,76960,Company limited by Shares,Non-govt company,Private,19 November 2018,"3 years, 4 month, 4 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U96000HR2012PTC047567,KESARIYA HANDICRAFTS PRIVATE LIMITED,Active,RoC-Delhi,47567,Company limited by Shares,Non-govt company,Private,02 November 2012,"9 years, 4 month, 21 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U97000HR2018PTC075013,UMAKANT PACKAGE SOLUTIONS PRIVATE LIMITED,Active,RoC-Delhi,75013,Company limited by Shares,Non-govt company,Private,17 July 2018,"3 years, 8 month, 6 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U95000WB1991PTC053136,SKU LOGISTIC PRIVATE LIMITED,Active,RoC-Kolkata,53136,Company limited by Shares,Non-govt company,Private,24 September 1991,"30 years, 5 month, 29 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000WB1992PTC055345,TRIDENT SECURITY AND ALLIED SERVICES PVT LTD,Active,RoC-Kolkata,55345,Company limited by Shares,Non-govt company,Private,04 May 1992,"29 years, 10 month, 19 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000WB1996PTC080111,HI-TECH DESIGNS PVT LTD,Active,RoC-Kolkata,80111,Company limited by Shares,Non-govt company,Private,20 June 1996,"25 years, 9 month, 3 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000WB2009PTC136990,B&R SECURITY & FACILITY SERVICES PRIVATE LIMITED,Active,RoC-Kolkata,136990,Company limited by Shares,Non-govt company,Private,21 July 2009,"12 years, 8 month, 2 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000WB2009PTC138746,DAY NIGHT SECURITY & ALLIED SERVICES PRIVATE LIMITED,Active,RoC-Kolkata,138746,Company limited by Shares,Non-govt company,Private,06 October 2009,"12 years, 5 month, 17 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000WB2017PTC220808,ANTHEM SECURITY GUARDS PRIVATE LIMITED,Active,RoC-Kolkata,220808,Company limited by Shares,Non-govt company,Private,01 May 2017,"4 years, 10 month, 22 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U96000WB2013PTC198209,CAPRICCIO TRADING PRIVATE LIMITED,Active,RoC-Kolkata,198209,Company limited by Shares,Non-govt company,Private,04 November 2013,"8 years, 4 month, 19 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U96000WB2018PTC227694,AASVI AGENCY PRIVATE LIMITED,Active,RoC-Kolkata,227694,Company limited by Shares,Non-govt company,Private,07 September 2018,"3 years, 6 month, 16 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U97000WB2011PTC163310,RADHASAGAR APARTMENTS MAINTENANCE PRIVATE LIMITED,Active,RoC-Kolkata,163310,Company limited by Shares,Non-govt company,Private,03 June 2011,"10 years, 9 month, 20 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000WB2015PTC206176,EDENCITY ENTERTAINMENT PRIVATE LIMITED,Active,RoC-Kolkata,206176,Company limited by Shares,Non-govt company,Private,30 April 2015,"6 years, 10 month, 23 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97040WB2003PTC097040,DINMAN POLYPACKS PRIVATE LIMITED,Active,RoC-Kolkata,97040,Company limited by Shares,Non-govt company,Private,26 September 2003,"18 years, 5 month, 27 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U95000KL1998PTC012691,STEWARD AND PANTRY AGENCIES AND SERVICES PRIVATE LIMITED,Active,RoC-Ernakulam,12691,Company limited by Shares,Non-govt company,Private,23 December 1998,"23 years, 3 month, 0 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U97000KL2017PTC048901,DHUL FIQAAR TRADERS PRIVATE LIMITED,Active,RoC-Ernakulam,48901,Company limited by Shares,Non-govt company,Private,18 April 2017,"4 years, 11 month, 5 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U95000JK2012PTC003554,KAYSAN HR SOLUTIONS PRIVATE LIMITED,Active,RoC-Jammu,3554,Company limited by Shares,Non-govt company,Private,14 May 2012,"9 years, 10 month, 9 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000BR2009PTC014233,SHREE HOUSE KEEPING PRIVATE LIMITED,Active,RoC-Patna,14233,Company limited by Shares,Non-govt company,Private,04 February 2009,"13 years, 1 month, 19 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000UP2004PTC028193,SUN FACILITY SERVICES PRIVATE LIMITED,Active,RoC-Kanpur,28193,Company limited by Shares,Non-govt company,Private,06 January 2004,"18 years, 2 month, 17 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000UP2009PTC037287,DOLPHIN SECURITY SERVICES PRIVATE LIMITED,Active,RoC-Kanpur,37287,Company limited by Shares,Non-govt company,Private,06 May 2009,"12 years, 10 month, 17 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000UP2013PTC055338,APEKSHA SECURITY AND ALLIED SERVICES PRIVATE LIMITED,Active,RoC-Kanpur,55338,Company limited by Shares,Non-govt company,Private,28 February 2013,"9 years, 0 month, 23 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000UP2013PTC056536,MR.RIGHT SERVICES PRIVATE LIMITED,Active,RoC-Kanpur,56536,Company limited by Shares,Non-govt company,Private,26 April 2013,"8 years, 10 month, 27 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000UP2013PTC058406,RS CORPORATE ALLIED SERVICES PRIVATE LIMITED,Active,RoC-Kanpur,58406,Company Limited by Guarantee,Non-govt company,Private,16 July 2013,"8 years, 8 month, 7 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000UP2015PTC067962,EX - SERVICEMAN SECURITY SERVICES PRIVATE LIMITED,Active,RoC-Kanpur,67962,Company limited by Shares,Non-govt company,Private,01 January 2015,"7 years, 2 month, 22 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000UP2016PTC087646,BITCRUST HR SERVICES PRIVATE LIMITED,Active,RoC-Kanpur,87646,Company limited by Shares,Non-govt company,Private,09 November 2016,"5 years, 4 month, 14 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000UP2018PTC106856,INTEGRAL RECRUITMENT SERVICES PRIVATE LIMITED,Active,RoC-Kanpur,106856,Company limited by Shares,Non-govt company,Private,09 August 2018,"3 years, 7 month, 14 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U96000UP2017PTC099749,VINDHYAVASHINI SADHU SHARAN INDUSTRIES PRIVATE LIMITED,Active,RoC-Kanpur,99749,Company limited by Shares,Non-govt company,Private,28 December 2017,"4 years, 2 month, 26 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U96000UP2018PTC110046,QPLEX ELECTRONICS PRIVATE LIMITED,Active,RoC-Kanpur,110046,Company limited by Shares,Non-govt company,Private,05 November 2018,"3 years, 4 month, 18 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U97000UP2007PTC034264,OJRAS MALLS PRIVATE LIMITED,Active,RoC-Kanpur,34264,Company limited by Shares,Non-govt company,Private,12 December 2007,"14 years, 3 month, 11 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000UP2007PTC045139,GREENBUCKS COMTRADE PRIVATE LIMITED,Active,RoC-Kanpur,45139,Company limited by Shares,Non-govt company,Private,29 March 2007,"14 years, 11 month, 25 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000UP2011PTC045940,HITECH EASY HOME SERVICES PRIVATE LIMITED,Active,RoC-Kanpur,45940,Company limited by Shares,Non-govt company,Private,28 July 2011,"10 years, 7 month, 26 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000UP2013PTC056631,APS HANDICRAFT PRIVATE LIMITED,Active,RoC-Kanpur,56631,Company limited by Shares,Non-govt company,Private,30 April 2013,"8 years, 10 month, 23 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U97000UP2013PTC059940,INTELLO HOME SOLUTION PRIVATE LIMITED,Active,RoC-Kanpur,59940,Company limited by Shares,Non-govt company,Private,08 October 2013,"8 years, 5 month, 15 days","Undifferenciated service-producing activities of private households for own use. [Includes the undifferenciated subsistence. [Includes the undifferenciated subsistence service-producing activities of households. These activities include cooking, teaching, caring for household members and other services produced by the household for its own subsistence. In application, if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferenciated subsistence service-producing activities of households.]
Click here to see other companies involved in same activity.",-
U95000TG2003PTC041864,HR CHAMBERS OUTSOURCING PRIVATE LIMITED,Active,RoC-Hyderabad,41864,Company limited by Shares,Non-govt company,Private,14 October 2003,"18 years, 5 month, 9 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000TG2012PTC084351,JAS FACILITIES PRIVATE LIMITED,Active,RoC-Hyderabad,84351,Company limited by Shares,Non-govt company,Private,22 November 2012,"9 years, 4 month, 1 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U96000TG2015PTC100009,TAGOOR FEEDS PRIVATE LIMITED,Strike Off,RoC-Hyderabad,100009,Company limited by Shares,Non-govt company,Private,31 July 2015,"6 years, 7 month, 23 days","Undifferenciated goods-producing activities of private households for own use. [Includes the undifferenciated subsistence goods-producing activities of households, that is the activities of households, that are engaged in a variety of activities that produce goods for their own subsistence. These activities include hunting and gathering, farming, the production of shelter and clothing and other goods produced by the household for its own subsistence. In application, if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industries of ISIC. If they are principally engaged in a specific goods-producing subsistence activity, they are classified to the appropriate goods-producing industry of NIC}
Click here to see other companies involved in same activity.",-
U95000CH2003PTC026290,SUNRISE HOUSE KEEPING AND SUPPORT SERVICES PRIVATE LIMITED,Active,RoC-Chandigarh,26290,Company limited by Shares,Non-govt company,Private,18 August 2003,"18 years, 7 month, 5 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000CH2010PTC032520,MAIDSCO HOUSEKEEPING SERVICES PRIVATE LIMITED,Active,RoC-Chandigarh,32520,Company limited by Shares,Non-govt company,Private,22 October 2010,"11 years, 5 month, 1 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000PB1996PTC018466,MUKTSAR COLD STORAGE AND ICE FACTORY PRIVATE LIMITED,Active,RoC-Chandigarh,18466,Company limited by Shares,Non-govt company,Private,08 July 1996,"25 years, 8 month, 15 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000PB2002PTC024893,BROOKE & HADLEE FACILITATORS PRIVATE LIMITED,Active,RoC-Chandigarh,24893,Company limited by Shares,Non-govt company,Private,15 January 2002,"20 years, 2 month, 8 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
U95000OR2015PTC019623,SAADHVI MANPOWER SERVICES PRIVATE LIMITED,Active,RoC-Cuttack,19623,Company limited by Shares,Non-govt company,Private,04 December 2015,"6 years, 3 month, 19 days","Activities of private households as employers of domestic staff. [Includes the activities of private households as employers of domestic personnel such as maids, cooks, waiter, valets butlers, laundresses, gardeners, gate-keepers, stable-lads, chauffeurs, care-takers, governesses, babysitters, tutors, secretaries etc. It allows the domestic personal employed to state the activity of their employer in censuses or studies, even though the employer is an individual. The product, which is self consumed, is considered non-market and assessed according to the cost of personnel in the national account. These services can not be provided by companies.
Click here to see other companies involved in same activity.",-
